Country Code,Country Name,Indicator Name,Number of Records,Year,Number of Homicides per 10000
EST,Estonia,"Intentional homicides (per 100,000 people)",1,1990,
SWZ,Eswatini,"Intentional homicides (per 100,000 people)",1,1990,
ETH,Ethiopia,"Intentional homicides (per 100,000 people)",1,1990,
FRO,Faroe Islands,"Intentional homicides (per 100,000 people)",1,1990,
FJI,Fiji,"Intentional homicides (per 100,000 people)",1,1990,
FIN,Finland,"Intentional homicides (per 100,000 people)",1,1990,
FRA,France,"Intentional homicides (per 100,000 people)",1,1990,
PYF,French Polynesia,"Intentional homicides (per 100,000 people)",1,1990,
GAB,Gabon,"Intentional homicides (per 100,000 people)",1,1990,
GMB,"Gambia, The","Intentional homicides (per 100,000 people)",1,1990,
GEO,Georgia,"Intentional homicides (per 100,000 people)",1,1990,
DEU,Germany,"Intentional homicides (per 100,000 people)",1,1990,
GHA,Ghana,"Intentional homicides (per 100,000 people)",1,1990,
GIB,Gibraltar,"Intentional homicides (per 100,000 people)",1,1990,
GRC,Greece,"Intentional homicides (per 100,000 people)",1,1990,
GRL,Greenland,"Intentional homicides (per 100,000 people)",1,1990,
GRD,Grenada,"Intentional homicides (per 100,000 people)",1,1990,
GUM,Guam,"Intentional homicides (per 100,000 people)",1,1990,
GTM,Guatemala,"Intentional homicides (per 100,000 people)",1,1990,
GIN,Guinea,"Intentional homicides (per 100,000 people)",1,1990,
GNB,Guinea-Bissau,"Intentional homicides (per 100,000 people)",1,1990,
GUY,Guyana,"Intentional homicides (per 100,000 people)",1,1990,
HTI,Haiti,"Intentional homicides (per 100,000 people)",1,1990,
HND,Honduras,"Intentional homicides (per 100,000 people)",1,1990,
HKG,"Hong Kong SAR, China","Intentional homicides (per 100,000 people)",1,1990,
HUN,Hungary,"Intentional homicides (per 100,000 people)",1,1990,
ISL,Iceland,"Intentional homicides (per 100,000 people)",1,1990,
IND,India,"Intentional homicides (per 100,000 people)",1,1990,
IDN,Indonesia,"Intentional homicides (per 100,000 people)",1,1990,
IRN,"Iran, Islamic Rep.","Intentional homicides (per 100,000 people)",1,1990,
IRQ,Iraq,"Intentional homicides (per 100,000 people)",1,1990,
IRL,Ireland,"Intentional homicides (per 100,000 people)",1,1990,
IMN,Isle of Man,"Intentional homicides (per 100,000 people)",1,1990,
ISR,Israel,"Intentional homicides (per 100,000 people)",1,1990,
ITA,Italy,"Intentional homicides (per 100,000 people)",1,1990,
JAM,Jamaica,"Intentional homicides (per 100,000 people)",1,1990,
JPN,Japan,"Intentional homicides (per 100,000 people)",1,1990,
JOR,Jordan,"Intentional homicides (per 100,000 people)",1,1990,
KAZ,Kazakhstan,"Intentional homicides (per 100,000 people)",1,1990,
KEN,Kenya,"Intentional homicides (per 100,000 people)",1,1990,
KIR,Kiribati,"Intentional homicides (per 100,000 people)",1,1990,
PRK,"Korea, Dem. People’s Rep.","Intentional homicides (per 100,000 people)",1,1990,
KOR,"Korea, Rep.","Intentional homicides (per 100,000 people)",1,1990,
XKX,Kosovo,"Intentional homicides (per 100,000 people)",1,1990,
KWT,Kuwait,"Intentional homicides (per 100,000 people)",1,1990,
KGZ,Kyrgyz Republic,"Intentional homicides (per 100,000 people)",1,1990,
LAO,Lao PDR,"Intentional homicides (per 100,000 people)",1,1990,
LVA,Latvia,"Intentional homicides (per 100,000 people)",1,1990,
LBN,Lebanon,"Intentional homicides (per 100,000 people)",1,1990,
LSO,Lesotho,"Intentional homicides (per 100,000 people)",1,1990,
LBR,Liberia,"Intentional homicides (per 100,000 people)",1,1990,
LBY,Libya,"Intentional homicides (per 100,000 people)",1,1990,
LIE,Liechtenstein,"Intentional homicides (per 100,000 people)",1,1990,
LTU,Lithuania,"Intentional homicides (per 100,000 people)",1,1990,
LUX,Luxembourg,"Intentional homicides (per 100,000 people)",1,1990,
MAC,"Macao SAR, China","Intentional homicides (per 100,000 people)",1,1990,
MDG,Madagascar,"Intentional homicides (per 100,000 people)",1,1990,
MWI,Malawi,"Intentional homicides (per 100,000 people)",1,1990,
MYS,Malaysia,"Intentional homicides (per 100,000 people)",1,1990,
MDV,Maldives,"Intentional homicides (per 100,000 people)",1,1990,
MLI,Mali,"Intentional homicides (per 100,000 people)",1,1990,
MLT,Malta,"Intentional homicides (per 100,000 people)",1,1990,
MHL,Marshall Islands,"Intentional homicides (per 100,000 people)",1,1990,
MRT,Mauritania,"Intentional homicides (per 100,000 people)",1,1990,
MUS,Mauritius,"Intentional homicides (per 100,000 people)",1,1990,
MEX,Mexico,"Intentional homicides (per 100,000 people)",1,1990,
FSM,"Micronesia, Fed. Sts.","Intentional homicides (per 100,000 people)",1,1990,
MDA,Moldova,"Intentional homicides (per 100,000 people)",1,1990,
MCO,Monaco,"Intentional homicides (per 100,000 people)",1,1990,
MNG,Mongolia,"Intentional homicides (per 100,000 people)",1,1990,
MNE,Montenegro,"Intentional homicides (per 100,000 people)",1,1990,
MAR,Morocco,"Intentional homicides (per 100,000 people)",1,1990,
MOZ,Mozambique,"Intentional homicides (per 100,000 people)",1,1990,
MMR,Myanmar,"Intentional homicides (per 100,000 people)",1,1990,
NAM,Namibia,"Intentional homicides (per 100,000 people)",1,1990,
NRU,Nauru,"Intentional homicides (per 100,000 people)",1,1990,
NPL,Nepal,"Intentional homicides (per 100,000 people)",1,1990,
NLD,Netherlands,"Intentional homicides (per 100,000 people)",1,1990,
NCL,New Caledonia,"Intentional homicides (per 100,000 people)",1,1990,
NZL,New Zealand,"Intentional homicides (per 100,000 people)",1,1990,
NIC,Nicaragua,"Intentional homicides (per 100,000 people)",1,1990,
NER,Niger,"Intentional homicides (per 100,000 people)",1,1990,
NGA,Nigeria,"Intentional homicides (per 100,000 people)",1,1990,
MKD,North Macedonia,"Intentional homicides (per 100,000 people)",1,1990,
MNP,Northern Mariana Islands,"Intentional homicides (per 100,000 people)",1,1990,
NOR,Norway,"Intentional homicides (per 100,000 people)",1,1990,
OMN,Oman,"Intentional homicides (per 100,000 people)",1,1990,
PAK,Pakistan,"Intentional homicides (per 100,000 people)",1,1990,
PLW,Palau,"Intentional homicides (per 100,000 people)",1,1990,
PAN,Panama,"Intentional homicides (per 100,000 people)",1,1990,
PNG,Papua New Guinea,"Intentional homicides (per 100,000 people)",1,1990,
PRY,Paraguay,"Intentional homicides (per 100,000 people)",1,1990,
PER,Peru,"Intentional homicides (per 100,000 people)",1,1990,
PHL,Philippines,"Intentional homicides (per 100,000 people)",1,1990,
POL,Poland,"Intentional homicides (per 100,000 people)",1,1990,
PRT,Portugal,"Intentional homicides (per 100,000 people)",1,1990,
PRI,Puerto Rico,"Intentional homicides (per 100,000 people)",1,1990,
QAT,Qatar,"Intentional homicides (per 100,000 people)",1,1990,
ROU,Romania,"Intentional homicides (per 100,000 people)",1,1990,
RUS,Russian Federation,"Intentional homicides (per 100,000 people)",1,1990,
RWA,Rwanda,"Intentional homicides (per 100,000 people)",1,1990,
WSM,Samoa,"Intentional homicides (per 100,000 people)",1,1990,
SMR,San Marino,"Intentional homicides (per 100,000 people)",1,1990,
STP,Sao Tome and Principe,"Intentional homicides (per 100,000 people)",1,1990,
SAU,Saudi Arabia,"Intentional homicides (per 100,000 people)",1,1990,
SEN,Senegal,"Intentional homicides (per 100,000 people)",1,1990,
SRB,Serbia,"Intentional homicides (per 100,000 people)",1,1990,
SYC,Seychelles,"Intentional homicides (per 100,000 people)",1,1990,
SLE,Sierra Leone,"Intentional homicides (per 100,000 people)",1,1990,
SGP,Singapore,"Intentional homicides (per 100,000 people)",1,1990,
SXM,Sint Maarten (Dutch part),"Intentional homicides (per 100,000 people)",1,1990,
SVK,Slovak Republic,"Intentional homicides (per 100,000 people)",1,1990,
SVN,Slovenia,"Intentional homicides (per 100,000 people)",1,1990,
SLB,Solomon Islands,"Intentional homicides (per 100,000 people)",1,1990,
SOM,Somalia,"Intentional homicides (per 100,000 people)",1,1990,
ZAF,South Africa,"Intentional homicides (per 100,000 people)",1,1990,
SSD,South Sudan,"Intentional homicides (per 100,000 people)",1,1990,
ESP,Spain,"Intentional homicides (per 100,000 people)",1,1990,
LKA,Sri Lanka,"Intentional homicides (per 100,000 people)",1,1990,
KNA,St. Kitts and Nevis,"Intentional homicides (per 100,000 people)",1,1990,
LCA,St. Lucia,"Intentional homicides (per 100,000 people)",1,1990,
MAF,St. Martin (French part),"Intentional homicides (per 100,000 people)",1,1990,
VCT,St. Vincent and the Grenadines,"Intentional homicides (per 100,000 people)",1,1990,
SDN,Sudan,"Intentional homicides (per 100,000 people)",1,1990,
SUR,Suriname,"Intentional homicides (per 100,000 people)",1,1990,
SWE,Sweden,"Intentional homicides (per 100,000 people)",1,1990,
CHE,Switzerland,"Intentional homicides (per 100,000 people)",1,1990,
SYR,Syrian Arab Republic,"Intentional homicides (per 100,000 people)",1,1990,
TJK,Tajikistan,"Intentional homicides (per 100,000 people)",1,1990,
TZA,Tanzania,"Intentional homicides (per 100,000 people)",1,1990,
THA,Thailand,"Intentional homicides (per 100,000 people)",1,1990,
TLS,Timor-Leste,"Intentional homicides (per 100,000 people)",1,1990,
TGO,Togo,"Intentional homicides (per 100,000 people)",1,1990,
TON,Tonga,"Intentional homicides (per 100,000 people)",1,1990,
TTO,Trinidad and Tobago,"Intentional homicides (per 100,000 people)",1,1990,
TUN,Tunisia,"Intentional homicides (per 100,000 people)",1,1990,
TUR,Turkey,"Intentional homicides (per 100,000 people)",1,1990,
TKM,Turkmenistan,"Intentional homicides (per 100,000 people)",1,1990,
TCA,Turks and Caicos Islands,"Intentional homicides (per 100,000 people)",1,1990,
TUV,Tuvalu,"Intentional homicides (per 100,000 people)",1,1990,
UGA,Uganda,"Intentional homicides (per 100,000 people)",1,1990,
UKR,Ukraine,"Intentional homicides (per 100,000 people)",1,1990,
ARE,United Arab Emirates,"Intentional homicides (per 100,000 people)",1,1990,
GBR,United Kingdom,"Intentional homicides (per 100,000 people)",1,1990,
USA,United States,"Intentional homicides (per 100,000 people)",1,1990,
URY,Uruguay,"Intentional homicides (per 100,000 people)",1,1990,
UZB,Uzbekistan,"Intentional homicides (per 100,000 people)",1,1990,
VUT,Vanuatu,"Intentional homicides (per 100,000 people)",1,1990,
VEN,"Venezuela, RB","Intentional homicides (per 100,000 people)",1,1990,
VNM,Vietnam,"Intentional homicides (per 100,000 people)",1,1990,
VIR,Virgin Islands (U.S.),"Intentional homicides (per 100,000 people)",1,1990,
PSE,West Bank and Gaza,"Intentional homicides (per 100,000 people)",1,1990,
YEM,"Yemen, Rep.","Intentional homicides (per 100,000 people)",1,1990,
ZMB,Zambia,"Intentional homicides (per 100,000 people)",1,1990,
ZWE,Zimbabwe,"Intentional homicides (per 100,000 people)",1,1990,
AFG,Afghanistan,"Intentional homicides (per 100,000 people)",1,1991,
ALB,Albania,"Intentional homicides (per 100,000 people)",1,1991,
DZA,Algeria,"Intentional homicides (per 100,000 people)",1,1991,
ASM,American Samoa,"Intentional homicides (per 100,000 people)",1,1991,
AND,Andorra,"Intentional homicides (per 100,000 people)",1,1991,
AGO,Angola,"Intentional homicides (per 100,000 people)",1,1991,
ATG,Antigua and Barbuda,"Intentional homicides (per 100,000 people)",1,1991,
ARG,Argentina,"Intentional homicides (per 100,000 people)",1,1991,
ARM,Armenia,"Intentional homicides (per 100,000 people)",1,1991,
ABW,Aruba,"Intentional homicides (per 100,000 people)",1,1991,
AUS,Australia,"Intentional homicides (per 100,000 people)",1,1991,
AUT,Austria,"Intentional homicides (per 100,000 people)",1,1991,
AZE,Azerbaijan,"Intentional homicides (per 100,000 people)",1,1991,
BHS,"Bahamas, The","Intentional homicides (per 100,000 people)",1,1991,
BHR,Bahrain,"Intentional homicides (per 100,000 people)",1,1991,
BGD,Bangladesh,"Intentional homicides (per 100,000 people)",1,1991,
BRB,Barbados,"Intentional homicides (per 100,000 people)",1,1991,
BLR,Belarus,"Intentional homicides (per 100,000 people)",1,1991,
BEL,Belgium,"Intentional homicides (per 100,000 people)",1,1991,
BLZ,Belize,"Intentional homicides (per 100,000 people)",1,1991,
BEN,Benin,"Intentional homicides (per 100,000 people)",1,1991,
BMU,Bermuda,"Intentional homicides (per 100,000 people)",1,1991,
BTN,Bhutan,"Intentional homicides (per 100,000 people)",1,1991,
BOL,Bolivia,"Intentional homicides (per 100,000 people)",1,1991,
BIH,Bosnia and Herzegovina,"Intentional homicides (per 100,000 people)",1,1991,
BWA,Botswana,"Intentional homicides (per 100,000 people)",1,1991,
BRA,Brazil,"Intentional homicides (per 100,000 people)",1,1991,
VGB,British Virgin Islands,"Intentional homicides (per 100,000 people)",1,1991,
BRN,Brunei Darussalam,"Intentional homicides (per 100,000 people)",1,1991,
BGR,Bulgaria,"Intentional homicides (per 100,000 people)",1,1991,
BFA,Burkina Faso,"Intentional homicides (per 100,000 people)",1,1991,
BDI,Burundi,"Intentional homicides (per 100,000 people)",1,1991,
CPV,Cabo Verde,"Intentional homicides (per 100,000 people)",1,1991,
KHM,Cambodia,"Intentional homicides (per 100,000 people)",1,1991,
CMR,Cameroon,"Intentional homicides (per 100,000 people)",1,1991,
CAN,Canada,"Intentional homicides (per 100,000 people)",1,1991,
CYM,Cayman Islands,"Intentional homicides (per 100,000 people)",1,1991,
CAF,Central African Republic,"Intentional homicides (per 100,000 people)",1,1991,
TCD,Chad,"Intentional homicides (per 100,000 people)",1,1991,
CHI,Channel Islands,"Intentional homicides (per 100,000 people)",1,1991,
CHL,Chile,"Intentional homicides (per 100,000 people)",1,1991,
CHN,China,"Intentional homicides (per 100,000 people)",1,1991,
COL,Colombia,"Intentional homicides (per 100,000 people)",1,1991,
COM,Comoros,"Intentional homicides (per 100,000 people)",1,1991,
COD,"Congo, Dem. Rep.","Intentional homicides (per 100,000 people)",1,1991,
COG,"Congo, Rep.","Intentional homicides (per 100,000 people)",1,1991,
CRI,Costa Rica,"Intentional homicides (per 100,000 people)",1,1991,
CIV,Cote d'Ivoire,"Intentional homicides (per 100,000 people)",1,1991,
HRV,Croatia,"Intentional homicides (per 100,000 people)",1,1991,
CUB,Cuba,"Intentional homicides (per 100,000 people)",1,1991,
CUW,Curacao,"Intentional homicides (per 100,000 people)",1,1991,
CYP,Cyprus,"Intentional homicides (per 100,000 people)",1,1991,
CZE,Czech Republic,"Intentional homicides (per 100,000 people)",1,1991,
DNK,Denmark,"Intentional homicides (per 100,000 people)",1,1991,
DJI,Djibouti,"Intentional homicides (per 100,000 people)",1,1991,
DMA,Dominica,"Intentional homicides (per 100,000 people)",1,1991,
DOM,Dominican Republic,"Intentional homicides (per 100,000 people)",1,1991,
ECU,Ecuador,"Intentional homicides (per 100,000 people)",1,1991,
EGY,"Egypt, Arab Rep.","Intentional homicides (per 100,000 people)",1,1991,
SLV,El Salvador,"Intentional homicides (per 100,000 people)",1,1991,
GNQ,Equatorial Guinea,"Intentional homicides (per 100,000 people)",1,1991,
ERI,Eritrea,"Intentional homicides (per 100,000 people)",1,1991,
EST,Estonia,"Intentional homicides (per 100,000 people)",1,1991,
SWZ,Eswatini,"Intentional homicides (per 100,000 people)",1,1991,
ETH,Ethiopia,"Intentional homicides (per 100,000 people)",1,1991,
FRO,Faroe Islands,"Intentional homicides (per 100,000 people)",1,1991,
FJI,Fiji,"Intentional homicides (per 100,000 people)",1,1991,
FIN,Finland,"Intentional homicides (per 100,000 people)",1,1991,
FRA,France,"Intentional homicides (per 100,000 people)",1,1991,
PYF,French Polynesia,"Intentional homicides (per 100,000 people)",1,1991,
GAB,Gabon,"Intentional homicides (per 100,000 people)",1,1991,
GMB,"Gambia, The","Intentional homicides (per 100,000 people)",1,1991,
GEO,Georgia,"Intentional homicides (per 100,000 people)",1,1991,
DEU,Germany,"Intentional homicides (per 100,000 people)",1,1991,
GHA,Ghana,"Intentional homicides (per 100,000 people)",1,1991,
GIB,Gibraltar,"Intentional homicides (per 100,000 people)",1,1991,
GRC,Greece,"Intentional homicides (per 100,000 people)",1,1991,
GRL,Greenland,"Intentional homicides (per 100,000 people)",1,1991,
GRD,Grenada,"Intentional homicides (per 100,000 people)",1,1991,
GUM,Guam,"Intentional homicides (per 100,000 people)",1,1991,
GTM,Guatemala,"Intentional homicides (per 100,000 people)",1,1991,
GIN,Guinea,"Intentional homicides (per 100,000 people)",1,1991,
GNB,Guinea-Bissau,"Intentional homicides (per 100,000 people)",1,1991,
GUY,Guyana,"Intentional homicides (per 100,000 people)",1,1991,
HTI,Haiti,"Intentional homicides (per 100,000 people)",1,1991,
HND,Honduras,"Intentional homicides (per 100,000 people)",1,1991,
HKG,"Hong Kong SAR, China","Intentional homicides (per 100,000 people)",1,1991,
HUN,Hungary,"Intentional homicides (per 100,000 people)",1,1991,
ISL,Iceland,"Intentional homicides (per 100,000 people)",1,1991,
IND,India,"Intentional homicides (per 100,000 people)",1,1991,
IDN,Indonesia,"Intentional homicides (per 100,000 people)",1,1991,
IRN,"Iran, Islamic Rep.","Intentional homicides (per 100,000 people)",1,1991,
IRQ,Iraq,"Intentional homicides (per 100,000 people)",1,1991,
IRL,Ireland,"Intentional homicides (per 100,000 people)",1,1991,
IMN,Isle of Man,"Intentional homicides (per 100,000 people)",1,1991,
ISR,Israel,"Intentional homicides (per 100,000 people)",1,1991,
ITA,Italy,"Intentional homicides (per 100,000 people)",1,1991,
JAM,Jamaica,"Intentional homicides (per 100,000 people)",1,1991,
JPN,Japan,"Intentional homicides (per 100,000 people)",1,1991,
JOR,Jordan,"Intentional homicides (per 100,000 people)",1,1991,
KAZ,Kazakhstan,"Intentional homicides (per 100,000 people)",1,1991,
KEN,Kenya,"Intentional homicides (per 100,000 people)",1,1991,
KIR,Kiribati,"Intentional homicides (per 100,000 people)",1,1991,
PRK,"Korea, Dem. People’s Rep.","Intentional homicides (per 100,000 people)",1,1991,
KOR,"Korea, Rep.","Intentional homicides (per 100,000 people)",1,1991,
XKX,Kosovo,"Intentional homicides (per 100,000 people)",1,1991,
KWT,Kuwait,"Intentional homicides (per 100,000 people)",1,1991,
KGZ,Kyrgyz Republic,"Intentional homicides (per 100,000 people)",1,1991,
LAO,Lao PDR,"Intentional homicides (per 100,000 people)",1,1991,
LVA,Latvia,"Intentional homicides (per 100,000 people)",1,1991,
LBN,Lebanon,"Intentional homicides (per 100,000 people)",1,1991,
LSO,Lesotho,"Intentional homicides (per 100,000 people)",1,1991,
LBR,Liberia,"Intentional homicides (per 100,000 people)",1,1991,
LBY,Libya,"Intentional homicides (per 100,000 people)",1,1991,
LIE,Liechtenstein,"Intentional homicides (per 100,000 people)",1,1991,
LTU,Lithuania,"Intentional homicides (per 100,000 people)",1,1991,
LUX,Luxembourg,"Intentional homicides (per 100,000 people)",1,1991,
MAC,"Macao SAR, China","Intentional homicides (per 100,000 people)",1,1991,
MDG,Madagascar,"Intentional homicides (per 100,000 people)",1,1991,
MWI,Malawi,"Intentional homicides (per 100,000 people)",1,1991,
MYS,Malaysia,"Intentional homicides (per 100,000 people)",1,1991,
MDV,Maldives,"Intentional homicides (per 100,000 people)",1,1991,
MLI,Mali,"Intentional homicides (per 100,000 people)",1,1991,
MLT,Malta,"Intentional homicides (per 100,000 people)",1,1991,
MHL,Marshall Islands,"Intentional homicides (per 100,000 people)",1,1991,
MRT,Mauritania,"Intentional homicides (per 100,000 people)",1,1991,
MUS,Mauritius,"Intentional homicides (per 100,000 people)",1,1991,
MEX,Mexico,"Intentional homicides (per 100,000 people)",1,1991,
FSM,"Micronesia, Fed. Sts.","Intentional homicides (per 100,000 people)",1,1991,
MDA,Moldova,"Intentional homicides (per 100,000 people)",1,1991,
MCO,Monaco,"Intentional homicides (per 100,000 people)",1,1991,
MNG,Mongolia,"Intentional homicides (per 100,000 people)",1,1991,
MNE,Montenegro,"Intentional homicides (per 100,000 people)",1,1991,
MAR,Morocco,"Intentional homicides (per 100,000 people)",1,1991,
MOZ,Mozambique,"Intentional homicides (per 100,000 people)",1,1991,
MMR,Myanmar,"Intentional homicides (per 100,000 people)",1,1991,
NAM,Namibia,"Intentional homicides (per 100,000 people)",1,1991,
NRU,Nauru,"Intentional homicides (per 100,000 people)",1,1991,
NPL,Nepal,"Intentional homicides (per 100,000 people)",1,1991,
NLD,Netherlands,"Intentional homicides (per 100,000 people)",1,1991,
NCL,New Caledonia,"Intentional homicides (per 100,000 people)",1,1991,
NZL,New Zealand,"Intentional homicides (per 100,000 people)",1,1991,
NIC,Nicaragua,"Intentional homicides (per 100,000 people)",1,1991,
NER,Niger,"Intentional homicides (per 100,000 people)",1,1991,
NGA,Nigeria,"Intentional homicides (per 100,000 people)",1,1991,
MKD,North Macedonia,"Intentional homicides (per 100,000 people)",1,1991,
MNP,Northern Mariana Islands,"Intentional homicides (per 100,000 people)",1,1991,
NOR,Norway,"Intentional homicides (per 100,000 people)",1,1991,
OMN,Oman,"Intentional homicides (per 100,000 people)",1,1991,
PAK,Pakistan,"Intentional homicides (per 100,000 people)",1,1991,
PLW,Palau,"Intentional homicides (per 100,000 people)",1,1991,
PAN,Panama,"Intentional homicides (per 100,000 people)",1,1991,
PNG,Papua New Guinea,"Intentional homicides (per 100,000 people)",1,1991,
PRY,Paraguay,"Intentional homicides (per 100,000 people)",1,1991,
PER,Peru,"Intentional homicides (per 100,000 people)",1,1991,
PHL,Philippines,"Intentional homicides (per 100,000 people)",1,1991,
POL,Poland,"Intentional homicides (per 100,000 people)",1,1991,
PRT,Portugal,"Intentional homicides (per 100,000 people)",1,1991,
PRI,Puerto Rico,"Intentional homicides (per 100,000 people)",1,1991,
QAT,Qatar,"Intentional homicides (per 100,000 people)",1,1991,
ROU,Romania,"Intentional homicides (per 100,000 people)",1,1991,
RUS,Russian Federation,"Intentional homicides (per 100,000 people)",1,1991,
RWA,Rwanda,"Intentional homicides (per 100,000 people)",1,1991,
WSM,Samoa,"Intentional homicides (per 100,000 people)",1,1991,
SMR,San Marino,"Intentional homicides (per 100,000 people)",1,1991,
STP,Sao Tome and Principe,"Intentional homicides (per 100,000 people)",1,1991,
SAU,Saudi Arabia,"Intentional homicides (per 100,000 people)",1,1991,
SEN,Senegal,"Intentional homicides (per 100,000 people)",1,1991,
SRB,Serbia,"Intentional homicides (per 100,000 people)",1,1991,
SYC,Seychelles,"Intentional homicides (per 100,000 people)",1,1991,
SLE,Sierra Leone,"Intentional homicides (per 100,000 people)",1,1991,
SGP,Singapore,"Intentional homicides (per 100,000 people)",1,1991,
SXM,Sint Maarten (Dutch part),"Intentional homicides (per 100,000 people)",1,1991,
SVK,Slovak Republic,"Intentional homicides (per 100,000 people)",1,1991,
SVN,Slovenia,"Intentional homicides (per 100,000 people)",1,1991,
SLB,Solomon Islands,"Intentional homicides (per 100,000 people)",1,1991,
SOM,Somalia,"Intentional homicides (per 100,000 people)",1,1991,
ZAF,South Africa,"Intentional homicides (per 100,000 people)",1,1991,
SSD,South Sudan,"Intentional homicides (per 100,000 people)",1,1991,
ESP,Spain,"Intentional homicides (per 100,000 people)",1,1991,
LKA,Sri Lanka,"Intentional homicides (per 100,000 people)",1,1991,
KNA,St. Kitts and Nevis,"Intentional homicides (per 100,000 people)",1,1991,
LCA,St. Lucia,"Intentional homicides (per 100,000 people)",1,1991,
MAF,St. Martin (French part),"Intentional homicides (per 100,000 people)",1,1991,
VCT,St. Vincent and the Grenadines,"Intentional homicides (per 100,000 people)",1,1991,
SDN,Sudan,"Intentional homicides (per 100,000 people)",1,1991,
SUR,Suriname,"Intentional homicides (per 100,000 people)",1,1991,
SWE,Sweden,"Intentional homicides (per 100,000 people)",1,1991,
CHE,Switzerland,"Intentional homicides (per 100,000 people)",1,1991,
SYR,Syrian Arab Republic,"Intentional homicides (per 100,000 people)",1,1991,
TJK,Tajikistan,"Intentional homicides (per 100,000 people)",1,1991,
TZA,Tanzania,"Intentional homicides (per 100,000 people)",1,1991,
THA,Thailand,"Intentional homicides (per 100,000 people)",1,1991,
TLS,Timor-Leste,"Intentional homicides (per 100,000 people)",1,1991,
TGO,Togo,"Intentional homicides (per 100,000 people)",1,1991,
TON,Tonga,"Intentional homicides (per 100,000 people)",1,1991,
TTO,Trinidad and Tobago,"Intentional homicides (per 100,000 people)",1,1991,
TUN,Tunisia,"Intentional homicides (per 100,000 people)",1,1991,
TUR,Turkey,"Intentional homicides (per 100,000 people)",1,1991,
TKM,Turkmenistan,"Intentional homicides (per 100,000 people)",1,1991,
TCA,Turks and Caicos Islands,"Intentional homicides (per 100,000 people)",1,1991,
TUV,Tuvalu,"Intentional homicides (per 100,000 people)",1,1991,
UGA,Uganda,"Intentional homicides (per 100,000 people)",1,1991,
UKR,Ukraine,"Intentional homicides (per 100,000 people)",1,1991,
ARE,United Arab Emirates,"Intentional homicides (per 100,000 people)",1,1991,
GBR,United Kingdom,"Intentional homicides (per 100,000 people)",1,1991,
USA,United States,"Intentional homicides (per 100,000 people)",1,1991,
URY,Uruguay,"Intentional homicides (per 100,000 people)",1,1991,
UZB,Uzbekistan,"Intentional homicides (per 100,000 people)",1,1991,
VUT,Vanuatu,"Intentional homicides (per 100,000 people)",1,1991,
VEN,"Venezuela, RB","Intentional homicides (per 100,000 people)",1,1991,
VNM,Vietnam,"Intentional homicides (per 100,000 people)",1,1991,
VIR,Virgin Islands (U.S.),"Intentional homicides (per 100,000 people)",1,1991,
PSE,West Bank and Gaza,"Intentional homicides (per 100,000 people)",1,1991,
YEM,"Yemen, Rep.","Intentional homicides (per 100,000 people)",1,1991,
ZMB,Zambia,"Intentional homicides (per 100,000 people)",1,1991,
ZWE,Zimbabwe,"Intentional homicides (per 100,000 people)",1,1991,
AFG,Afghanistan,"Intentional homicides (per 100,000 people)",1,1992,
ALB,Albania,"Intentional homicides (per 100,000 people)",1,1992,
DZA,Algeria,"Intentional homicides (per 100,000 people)",1,1992,
ASM,American Samoa,"Intentional homicides (per 100,000 people)",1,1992,
AND,Andorra,"Intentional homicides (per 100,000 people)",1,1992,
AGO,Angola,"Intentional homicides (per 100,000 people)",1,1992,
ATG,Antigua and Barbuda,"Intentional homicides (per 100,000 people)",1,1992,
ARG,Argentina,"Intentional homicides (per 100,000 people)",1,1992,
ARM,Armenia,"Intentional homicides (per 100,000 people)",1,1992,
ABW,Aruba,"Intentional homicides (per 100,000 people)",1,1992,
AUS,Australia,"Intentional homicides (per 100,000 people)",1,1992,
AUT,Austria,"Intentional homicides (per 100,000 people)",1,1992,
AZE,Azerbaijan,"Intentional homicides (per 100,000 people)",1,1992,
BHS,"Bahamas, The","Intentional homicides (per 100,000 people)",1,1992,
BHR,Bahrain,"Intentional homicides (per 100,000 people)",1,1992,
BGD,Bangladesh,"Intentional homicides (per 100,000 people)",1,1992,
BRB,Barbados,"Intentional homicides (per 100,000 people)",1,1992,
BLR,Belarus,"Intentional homicides (per 100,000 people)",1,1992,
BEL,Belgium,"Intentional homicides (per 100,000 people)",1,1992,
BLZ,Belize,"Intentional homicides (per 100,000 people)",1,1992,
BEN,Benin,"Intentional homicides (per 100,000 people)",1,1992,
BMU,Bermuda,"Intentional homicides (per 100,000 people)",1,1992,
BTN,Bhutan,"Intentional homicides (per 100,000 people)",1,1992,
BOL,Bolivia,"Intentional homicides (per 100,000 people)",1,1992,
BIH,Bosnia and Herzegovina,"Intentional homicides (per 100,000 people)",1,1992,
BWA,Botswana,"Intentional homicides (per 100,000 people)",1,1992,
BRA,Brazil,"Intentional homicides (per 100,000 people)",1,1992,
VGB,British Virgin Islands,"Intentional homicides (per 100,000 people)",1,1992,
BRN,Brunei Darussalam,"Intentional homicides (per 100,000 people)",1,1992,
BGR,Bulgaria,"Intentional homicides (per 100,000 people)",1,1992,
BFA,Burkina Faso,"Intentional homicides (per 100,000 people)",1,1992,
BDI,Burundi,"Intentional homicides (per 100,000 people)",1,1992,
CPV,Cabo Verde,"Intentional homicides (per 100,000 people)",1,1992,
